F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.04e+00,-1.29e-19,6.15e-19,-4.47e-19,9.78e-01,1.75e-19,1.79e-20,1.08e-18,9.78e-01,5.45e-01,9.44e-05,-3.91e-04,9.44e-05,-9.59e-12,1.70e-03,-3.90e-04,1.70e-03,-1.04e-11
1.10e+00,-8.71e-20,-8.78e-19,-7.53e-19,9.57e-01,-1.51e-18,-3.05e-19,2.84e-19,9.57e-01,1.03e+00,1.52e-04,-7.67e-04,1.51e-04,-1.34e-11,3.29e-03,-7.65e-04,3.29e-03,-1.48e-11
1.14e+00,-5.78e-19,-1.68e-18,5.41e-19,9.39e-01,-6.97e-19,1.54e-18,1.47e-18,9.39e-01,1.48e+00,1.79e-04,-1.12e-03,1.78e-04,-1.83e-11,4.81e-03,-1.11e-03,4.81e-03,-2.00e-11
1.19e+00,-4.91e-19,2.71e-20,4.83e-19,9.22e-01,-3.34e-18,1.27e-18,2.88e-19,9.22e-01,1.90e+00,1.81e-04,-1.45e-03,1.80e-04,-2.40e-11,6.26e-03,-1.43e-03,6.26e-03,-2.60e-11
1.24e+00,1.07e-18,-2.32e-18,-1.05e-18,9.06e-01,-7.23e-19,2.82e-18,-7.09e-19,9.05e-01,2.28e+00,1.61e-04,-1.75e-03,1.60e-04,-3.02e-11,7.68e-03,-1.72e-03,7.69e-03,-3.26e-11
1.30e+00,6.05e-19,-5.24e-18,-3.02e-18,8.91e-01,-3.06e-18,9.33e-19,5.11e-19,8.91e-01,2.64e+00,1.24e-04,-2.03e-03,1.24e-04,-3.70e-11,9.09e-03,-1.99e-03,9.09e-03,-3.96e-11
1.34e+00,1.27e-18,-3.47e-18,-1.28e-18,8.77e-01,-4.14e-18,2.15e-18,-4.94e-19,8.77e-01,2.98e+00,7.06e-05,-2.29e-03,7.32e-05,-4.41e-11,1.04e-02,-2.23e-03,1.04e-02,-4.70e-11
1.39e+00,1.63e-18,-1.55e-18,9.92e-19,8.64e-01,-4.81e-18,2.68e-18,1.05e-18,8.64e-01,3.30e+00,2.35e-06,-2.53e-03,9.23e-06,-5.14e-11,1.18e-02,-2.45e-03,1.18e-02,-5.46e-11
