F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,2.08e-17,4.67e-18,-4.66e-18,9.56e-01,-7.72e-19,1.03e-17,-1.60e-18,9.58e-01,1.44e+00,7.23e-03,-1.34e-03,7.21e-03,-4.11e-10,1.12e-03,-1.33e-03,1.12e-03,-7.63e-10
1.20e+00,3.00e-17,-6.79e-18,-7.61e-18,9.22e-01,9.80e-19,8.24e-18,3.06e-18,9.25e-01,2.61e+00,1.40e-02,-3.71e-03,1.39e-02,-6.21e-09,2.79e-03,-3.67e-03,2.78e-03,-1.14e-08
1.30e+00,2.50e-17,-6.02e-18,-1.65e-17,8.94e-01,6.45e-18,7.27e-18,5.15e-18,8.99e-01,3.61e+00,2.08e-02,-6.94e-03,2.06e-02,-7.56e-09,5.26e-03,-6.83e-03,5.21e-03,-1.45e-08
1.40e+00,5.70e-17,-1.36e-18,-3.72e-17,8.72e-01,8.90e-18,1.13e-19,5.68e-18,8.78e-01,4.51e+00,2.79e-02,-1.08e-02,2.74e-02,-4.72e-09,8.59e-03,-1.05e-02,8.51e-03,-8.63e-09
1.50e+00,1.18e-17,6.81e-18,-3.63e-17,8.54e-01,3.20e-18,2.53e-17,-3.11e-18,8.63e-01,5.34e+00,3.52e-02,-1.51e-02,3.45e-02,-4.03e-09,1.28e-02,-1.46e-02,1.26e-02,-6.29e-09
1.60e+00,-7.27e-18,1.78e-17,-4.91e-17,8.41e-01,6.74e-18,2.33e-17,-3.48e-19,8.51e-01,6.12e+00,4.29e-02,-1.97e-02,4.17e-02,-6.14e-09,1.78e-02,-1.89e-02,1.76e-02,-8.43e-09
1.70e+00,-1.00e-17,2.42e-17,-4.41e-17,8.32e-01,9.78e-18,8.63e-18,4.24e-18,8.43e-01,6.86e+00,5.09e-02,-2.44e-02,4.91e-02,-1.36e-08,2.36e-02,-2.33e-02,2.34e-02,-1.82e-08
1.79e+00,6.36e-18,3.63e-18,-6.45e-17,8.26e-01,9.06e-18,1.31e-17,-6.70e-18,8.39e-01,7.58e+00,5.90e-02,-2.92e-02,5.65e-02,-3.84e-08,3.01e-02,-2.76e-02,2.98e-02,-4.90e-08
1.89e+00,-7.27e-18,-2.04e-17,-8.63e-17,8.24e-01,1.92e-17,-1.18e-17,-1.59e-17,8.39e-01,8.27e+00,6.73e-02,-3.39e-02,6.40e-02,-1.53e-07,3.71e-02,-3.18e-02,3.68e-02,-2.66e-07
2.00e+00,-4.91e-17,-1.45e-16,-7.91e-17,8.26e-01,-7.88e-17,-1.65e-17,-1.78e-17,8.43e-01,8.93e+00,7.58e-02,-3.86e-02,7.16e-02,-2.23e-08,4.42e-02,-3.59e-02,4.38e-02,-5.47e-08
