F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.09e+00,4.69e-36,-7.12e-40,-4.08e-36,9.57e-01,5.92e-36,-2.74e-37,-1.39e-36,9.57e-01,9.09e-01,5.31e-35,-9.74e-37,-1.93e-35,-1.31e-13,1.81e-35,-1.56e-36,1.60e-35,-1.31e-13
1.20e+00,-4.17e-34,2.05e-35,4.65e-35,9.20e-01,-1.81e-37,1.24e-35,-1.71e-35,9.20e-01,1.67e+00,2.25e-33,4.55e-36,3.16e-34,3.31e-13,-2.16e-35,9.59e-35,-3.07e-35,3.31e-13
1.30e+00,-1.31e-33,6.95e-35,-1.22e-34,8.87e-01,2.31e-35,4.13e-37,1.03e-34,8.87e-01,2.34e+00,8.30e-33,2.05e-34,2.61e-33,3.55e-13,4.83e-34,3.70e-34,3.54e-34,3.55e-13
1.40e+00,-1.43e-33,9.68e-35,9.37e-34,8.58e-01,-9.92e-36,-1.05e-35,-7.03e-36,8.58e-01,2.92e+00,-2.33e-33,6.17e-34,7.25e-33,2.71e-13,-1.62e-34,4.43e-34,-3.64e-34,2.71e-13
