F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.09e+00,7.60e-18,-8.93e-19,-1.59e-17,9.58e-01,9.71e-19,8.73e-18,2.72e-17,9.58e-01,1.07e+00,2.44e-04,-1.10e-03,2.44e-04,-2.85e-12,5.63e-03,-1.10e-03,5.63e-03,-3.18e-12
1.20e+00,1.42e-17,-1.87e-17,-6.43e-18,9.22e-01,-2.94e-17,3.73e-18,2.56e-17,9.22e-01,1.95e+00,2.81e-04,-1.98e-03,2.82e-04,-1.27e-11,1.05e-02,-1.96e-03,1.05e-02,-1.37e-11
1.29e+00,9.63e-18,-3.06e-17,-2.51e-18,8.92e-01,-3.35e-17,-2.33e-17,4.60e-17,8.92e-01,2.71e+00,1.85e-04,-2.65e-03,1.91e-04,-4.43e-11,1.52e-02,-2.62e-03,1.52e-02,-4.39e-11
1.40e+00,-1.21e-17,-1.58e-17,-1.29e-17,8.66e-01,-5.62e-18,-2.25e-17,2.32e-17,8.66e-01,3.38e+00,-6.94e-06,-3.18e-03,8.47e-06,-1.21e-10,1.98e-02,-3.12e-03,1.98e-02,-1.13e-10
