F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,2.98e-19,1.08e-19,-1.56e-19,9.88e-01,2.17e-20,1.13e-19,1.77e-21,9.88e-01,4.07e-01,-1.17e-03,9.09e-04,-1.13e-03,1.80e-11,1.85e-04,8.76e-04,1.85e-04,1.52e-11
1.04e+00,1.77e-19,-4.88e-21,-3.69e-19,9.78e-01,-8.38e-21,9.94e-20,-1.06e-20,9.76e-01,7.95e-01,-2.49e-03,1.86e-03,-2.32e-03,3.42e-12,3.90e-04,1.73e-03,3.90e-04,-9.47e-13
1.07e+00,1.56e-19,-2.20e-19,-7.38e-19,9.67e-01,-2.16e-20,-4.26e-20,-4.08e-20,9.66e-01,1.16e+00,-3.93e-03,2.85e-03,-3.54e-03,-3.00e-10,6.09e-04,2.56e-03,6.08e-04,-3.02e-10
1.09e+00,2.69e-19,-2.46e-19,-7.95e-19,9.57e-01,-1.90e-20,-5.11e-19,-1.24e-20,9.55e-01,1.52e+00,-5.51e-03,3.87e-03,-4.80e-03,-4.08e-10,8.37e-04,3.36e-03,8.36e-04,-4.21e-10
1.12e+00,5.82e-19,-2.79e-19,-1.07e-18,9.47e-01,-2.45e-20,-4.26e-19,-2.84e-20,9.45e-01,1.86e+00,-7.21e-03,4.90e-03,-6.08e-03,-1.57e-10,1.07e-03,4.12e-03,1.07e-03,-1.81e-10
1.14e+00,1.42e-19,-5.63e-20,-5.68e-19,9.38e-01,-4.66e-21,-5.68e-19,-3.19e-20,9.35e-01,2.18e+00,-9.04e-03,5.94e-03,-7.38e-03,8.71e-11,1.31e-03,4.83e-03,1.31e-03,1.19e-10
1.17e+00,0.00e+00,1.58e-19,3.40e-19,9.29e-01,-5.19e-20,-2.84e-19,4.97e-20,9.26e-01,2.50e+00,-1.09e-02,6.97e-03,-8.69e-03,1.83e-10,1.55e-03,5.49e-03,1.55e-03,2.08e-10
1.19e+00,1.42e-19,7.99e-21,4.54e-19,9.20e-01,-4.04e-20,-2.27e-19,2.84e-20,9.16e-01,2.80e+00,-1.30e-02,7.99e-03,-1.00e-02,3.62e-10,1.80e-03,6.10e-03,1.79e-03,3.92e-10
1.22e+00,0.00e+00,-5.32e-20,9.09e-19,9.12e-01,-8.96e-20,2.27e-19,6.03e-20,9.07e-01,3.10e+00,-1.52e-02,8.99e-03,-1.13e-02,2.02e-10,2.05e-03,6.66e-03,2.04e-03,1.91e-10
1.24e+00,5.68e-20,1.33e-21,1.13e-19,9.04e-01,-1.80e-19,0.00e+00,5.32e-20,8.99e-01,3.38e+00,-1.75e-02,9.96e-03,-1.26e-02,-1.22e-11,2.29e-03,7.16e-03,2.28e-03,-1.79e-11
