F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-4.68e-19,-5.68e-19,3.55e-20,9.58e-01,-9.45e-20,3.40e-19,1.77e-21,9.59e-01,1.19e+00,-2.64e-03,-1.80e-03,-2.63e-03,-5.54e-09,2.67e-03,-1.79e-03,2.67e-03,-5.57e-09
1.20e+00,-4.83e-19,-8.52e-19,6.53e-19,9.23e-01,-2.94e-19,1.98e-19,4.35e-20,9.25e-01,2.17e+00,-5.39e-03,-3.41e-03,-5.35e-03,-1.66e-08,5.04e-03,-3.38e-03,5.05e-03,-1.64e-08
1.30e+00,-9.37e-19,-2.27e-19,3.97e-19,8.94e-01,-4.63e-19,2.55e-19,-3.30e-19,8.96e-01,3.02e+00,-8.29e-03,-4.93e-03,-8.15e-03,-3.26e-08,7.42e-03,-4.84e-03,7.44e-03,-3.21e-08
1.40e+00,-8.24e-19,1.42e-19,7.67e-19,8.69e-01,-1.66e-19,6.81e-19,-1.34e-19,8.72e-01,3.77e+00,-1.13e-02,-6.40e-03,-1.10e-02,-4.62e-08,1.00e-02,-6.21e-03,1.00e-02,-4.62e-08
1.50e+00,-1.36e-18,-6.81e-19,3.40e-19,8.48e-01,-1.42e-20,-3.40e-19,-1.70e-19,8.52e-01,4.45e+00,-1.45e-02,-7.87e-03,-1.39e-02,-5.91e-08,1.30e-02,-7.55e-03,1.30e-02,-6.02e-08
1.60e+00,-5.68e-19,0.00e+00,9.09e-19,8.30e-01,-2.84e-19,-1.25e-18,-3.83e-19,8.34e-01,5.08e+00,-1.79e-02,-9.38e-03,-1.68e-02,-7.54e-08,1.64e-02,-8.86e-03,1.66e-02,-7.87e-08
1.70e+00,3.40e-19,6.25e-19,1.93e-18,8.15e-01,-4.12e-19,-5.11e-19,-5.39e-19,8.20e-01,5.67e+00,-2.13e-02,-1.09e-02,-1.96e-02,-9.99e-08,2.05e-02,-1.01e-02,2.07e-02,-1.06e-07
1.79e+00,1.25e-18,-1.70e-19,2.84e-18,8.02e-01,-7.67e-19,-5.11e-19,-7.31e-19,8.09e-01,6.23e+00,-2.47e-02,-1.25e-02,-2.24e-02,-1.39e-07,2.51e-02,-1.14e-02,2.54e-02,-1.52e-07
1.90e+00,1.36e-18,-5.68e-20,3.63e-18,7.92e-01,-1.52e-18,7.38e-19,-1.32e-18,7.99e-01,6.76e+00,-2.81e-02,-1.42e-02,-2.50e-02,-2.07e-07,3.04e-02,-1.28e-02,3.07e-02,-2.29e-07
2.00e+00,0.00e+00,1.13e-19,2.04e-18,7.83e-01,-7.67e-19,-3.40e-18,-4.26e-19,7.92e-01,7.27e+00,-3.15e-02,-1.61e-02,-2.75e-02,-3.31e-07,3.63e-02,-1.42e-02,3.68e-02,-3.68e-07
