F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,1.81e-19,-1.09e-19,2.64e-19,9.88e-01,2.27e-20,7.10e-21,-9.63e-20,9.88e-01,4.11e-01,-3.43e-03,2.33e-03,-3.31e-03,-1.22e-11,1.29e-04,2.25e-03,1.29e-04,6.70e-11
1.04e+00,3.23e-19,-1.63e-19,2.20e-19,9.78e-01,1.65e-20,-4.12e-19,-1.16e-19,9.76e-01,8.03e-01,-6.98e-03,4.32e-03,-6.50e-03,-7.06e-11,3.55e-04,4.02e-03,3.54e-04,-6.14e-11
1.07e+00,1.27e-19,-1.75e-19,-1.70e-19,9.68e-01,4.42e-20,-6.81e-19,-1.65e-19,9.65e-01,1.17e+00,-1.06e-02,5.96e-03,-9.57e-03,8.24e-11,6.71e-04,5.36e-03,6.70e-04,6.95e-11
1.09e+00,1.20e-19,-2.29e-19,4.68e-19,9.58e-01,1.95e-20,-5.11e-19,-5.32e-20,9.55e-01,1.53e+00,-1.43e-02,7.23e-03,-1.25e-02,-8.14e-11,1.07e-03,6.28e-03,1.07e-03,-6.38e-11
1.12e+00,6.74e-20,-2.32e-19,-5.25e-19,9.48e-01,-4.10e-21,5.68e-20,-1.72e-19,9.44e-01,1.87e+00,-1.81e-02,8.13e-03,-1.53e-02,-6.41e-11,1.55e-03,6.83e-03,1.54e-03,-6.55e-11
1.14e+00,2.48e-19,-2.02e-19,4.83e-19,9.39e-01,1.36e-20,1.13e-19,-2.75e-19,9.34e-01,2.20e+00,-2.20e-02,8.65e-03,-1.80e-02,-2.70e-10,2.10e-03,7.03e-03,2.09e-03,-3.74e-10
1.17e+00,2.06e-19,-1.29e-19,8.52e-19,9.30e-01,2.78e-20,-6.25e-19,-2.80e-19,9.25e-01,2.52e+00,-2.59e-02,8.78e-03,-2.05e-02,1.66e-10,2.73e-03,6.91e-03,2.71e-03,2.07e-10
1.19e+00,1.91e-19,-1.24e-19,1.76e-18,9.21e-01,7.07e-20,-1.13e-19,-4.83e-19,9.15e-01,2.83e+00,-2.98e-02,8.54e-03,-2.29e-02,1.56e-10,3.41e-03,6.51e-03,3.39e-03,2.09e-10
1.22e+00,4.97e-19,-1.31e-19,1.42e-18,9.13e-01,1.50e-19,-4.54e-19,-4.12e-19,9.06e-01,3.12e+00,-3.38e-02,7.91e-03,-2.52e-02,4.39e-11,4.15e-03,5.85e-03,4.12e-03,5.24e-11
1.24e+00,1.98e-19,-2.19e-19,1.36e-18,9.05e-01,1.27e-19,-1.02e-18,-6.28e-19,8.98e-01,3.41e+00,-3.78e-02,6.90e-03,-2.74e-02,-3.91e-10,4.94e-03,4.96e-03,4.90e-03,-3.90e-10
1.27e+00,3.83e-19,-2.73e-19,2.38e-18,8.97e-01,8.69e-20,-7.95e-19,-4.75e-19,8.89e-01,3.69e+00,-4.17e-02,5.53e-03,-2.94e-02,-3.84e-10,5.78e-03,3.86e-03,5.72e-03,-3.76e-10
1.29e+00,-1.13e-19,-4.33e-19,2.89e-18,8.90e-01,1.60e-19,-5.68e-19,-3.83e-19,8.81e-01,3.96e+00,-4.57e-02,3.79e-03,-3.13e-02,-8.67e-12,6.65e-03,2.57e-03,6.58e-03,-1.75e-11
1.32e+00,2.27e-19,-3.48e-19,2.21e-18,8.82e-01,1.71e-19,-1.13e-18,-4.54e-19,8.73e-01,4.22e+00,-4.96e-02,1.70e-03,-3.31e-02,1.35e-10,7.55e-03,1.12e-03,7.47e-03,4.26e-11
1.34e+00,-1.98e-19,4.97e-20,2.27e-18,8.75e-01,-1.89e-20,-9.09e-19,-2.66e-19,8.65e-01,4.48e+00,-5.36e-02,-7.39e-04,-3.47e-02,1.30e-08,8.48e-03,-4.74e-04,8.38e-03,6.43e-09
1.37e+00,1.98e-19,1.54e-19,1.25e-18,8.68e-01,-2.18e-19,-9.09e-19,-5.96e-19,8.58e-01,4.72e+00,-5.74e-02,-3.57e-03,-3.63e-02,4.86e-09,9.35e-03,-2.22e-03,9.23e-03,1.74e-10
1.39e+00,8.52e-19,2.15e-18,1.36e-18,8.61e-01,6.66e-19,-4.54e-18,-2.53e-18,8.50e-01,4.97e+00,-6.13e-02,-6.73e-03,-3.77e-02,1.91e-09,1.02e-02,-4.09e-03,1.01e-02,5.07e-10
1.42e+00,8.92e-18,2.70e-18,-1.36e-18,8.55e-01,3.00e-18,-1.04e-17,-6.24e-18,8.43e-01,5.20e+00,-6.51e-02,-1.03e-02,-3.90e-02,3.66e-09,1.09e-02,-6.15e-03,1.08e-02,3.88e-10
1.44e+00,-9.20e-18,-7.71e-19,4.38e-17,8.48e-01,-3.26e-17,-3.40e-18,-4.03e-18,8.36e-01,5.43e+00,-6.88e-02,-1.42e-02,-4.03e-02,2.98e-10,1.23e-02,-8.19e-03,1.21e-02,1.43e-10
1.47e+00,-1.05e-17,-2.15e-18,4.44e-17,8.42e-01,-3.42e-17,-4.09e-18,-5.00e-18,8.30e-01,5.66e+00,-7.25e-02,-1.85e-02,-4.14e-02,1.23e-08,1.33e-02,-1.04e-02,1.31e-02,1.00e-08
1.49e+00,-1.22e-17,-5.51e-19,4.95e-17,8.36e-01,-3.45e-17,-5.91e-18,-5.55e-18,8.23e-01,5.88e+00,-7.63e-02,-2.33e-02,-4.25e-02,-1.88e-11,1.43e-02,-1.28e-02,1.41e-02,-2.66e-11
1.52e+00,-1.21e-17,8.02e-19,4.81e-17,8.30e-01,-3.49e-17,-5.91e-18,-6.17e-18,8.17e-01,6.10e+00,-8.00e-02,-2.83e-02,-4.35e-02,-6.47e-11,1.54e-02,-1.52e-02,1.51e-02,-5.63e-11
1.54e+00,-1.17e-17,-8.96e-20,5.27e-17,8.24e-01,-3.12e-17,-4.54e-18,-6.23e-18,8.11e-01,6.31e+00,-8.35e-02,-3.37e-02,-4.44e-02,3.09e-10,1.64e-02,-1.76e-02,1.62e-02,3.66e-10
