F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-4.17e-18,-1.71e-18,4.71e-18,9.57e-01,7.29e-19,-2.53e-18,1.10e-18,9.55e-01,1.09e+00,2.27e-03,-1.39e-03,2.27e-03,-6.07e-12,6.82e-04,-1.39e-03,6.80e-04,-5.73e-12
1.20e+00,-1.70e-18,-8.25e-18,7.95e-18,9.21e-01,-1.78e-18,1.98e-19,3.35e-19,9.17e-01,2.00e+00,4.82e-03,-2.69e-03,4.79e-03,-3.43e-11,1.22e-03,-2.68e-03,1.21e-03,-3.24e-11
1.30e+00,-5.22e-18,-8.95e-18,7.38e-18,8.90e-01,-1.41e-18,-3.63e-18,1.45e-18,8.84e-01,2.79e+00,7.52e-03,-3.95e-03,7.42e-03,-1.04e-10,1.68e-03,-3.91e-03,1.66e-03,-9.91e-11
1.40e+00,-6.47e-18,-1.50e-17,1.22e-17,8.64e-01,1.33e-18,-7.10e-18,8.59e-19,8.57e-01,3.49e+00,1.02e-02,-5.22e-03,1.00e-02,-2.41e-10,2.10e-03,-5.13e-03,2.06e-03,-2.27e-10
1.50e+00,-1.29e-17,-1.28e-17,1.47e-17,8.42e-01,-1.42e-18,-9.37e-18,-2.06e-19,8.32e-01,4.12e+00,1.30e-02,-6.51e-03,1.27e-02,-5.11e-10,2.48e-03,-6.36e-03,2.40e-03,-4.77e-10
1.60e+00,-1.45e-17,-1.46e-17,1.97e-17,8.23e-01,8.88e-19,-6.47e-18,-3.49e-18,8.11e-01,4.72e+00,1.59e-02,-7.83e-03,1.53e-02,-1.00e-09,2.81e-03,-7.60e-03,2.70e-03,-9.42e-10
1.70e+00,-8.86e-18,-4.43e-18,1.68e-17,8.06e-01,-2.12e-18,4.20e-18,-3.44e-18,7.93e-01,5.27e+00,1.87e-02,-9.17e-03,1.79e-02,-1.87e-09,3.06e-03,-8.83e-03,2.91e-03,-1.78e-09
1.80e+00,-1.75e-17,-6.02e-18,2.36e-17,7.93e-01,-2.87e-18,-8.07e-18,-9.29e-18,7.77e-01,5.80e+00,2.17e-02,-1.05e-02,2.05e-02,-3.42e-09,3.22e-03,-1.00e-02,3.02e-03,-3.37e-09
1.90e+00,-1.97e-17,-1.06e-17,1.45e-17,7.81e-01,-3.40e-18,3.86e-18,-1.34e-17,7.63e-01,6.30e+00,2.47e-02,-1.17e-02,2.31e-02,-6.35e-09,3.21e-03,-1.11e-02,2.96e-03,-6.64e-09
2.00e+00,-3.04e-17,6.59e-18,2.95e-17,7.72e-01,5.25e-19,2.68e-17,-1.87e-17,7.52e-01,6.79e+00,2.79e-02,-1.30e-02,2.58e-02,-1.24e-08,2.99e-03,-1.22e-02,2.69e-03,-1.41e-08
