F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-2.29e-19,4.97e-20,-3.55e-21,9.57e-01,-2.00e-19,-1.70e-19,1.83e-19,9.58e-01,1.04e+00,9.48e-04,1.98e-04,9.46e-04,-2.67e-09,-2.06e-03,1.98e-04,-2.06e-03,-2.72e-09
1.20e+00,-6.35e-19,-2.02e-19,0.00e+00,9.22e-01,-1.16e-19,-5.11e-19,5.46e-20,9.22e-01,1.91e+00,2.12e-03,5.01e-04,2.10e-03,-6.20e-09,-3.94e-03,4.95e-04,-3.94e-03,-6.30e-09
1.30e+00,-1.17e-18,1.27e-19,-3.55e-19,8.91e-01,-2.41e-19,-7.53e-19,-4.55e-19,8.91e-01,2.66e+00,3.49e-03,9.22e-04,3.41e-03,-1.11e-08,-5.75e-03,8.99e-04,-5.75e-03,-1.12e-08
1.40e+00,-7.95e-19,3.76e-19,-2.10e-18,8.64e-01,-2.46e-19,-3.90e-19,-9.60e-19,8.64e-01,3.33e+00,5.01e-03,1.46e-03,4.82e-03,-1.58e-08,-7.58e-03,1.40e-03,-7.58e-03,-1.62e-08
1.50e+00,-7.67e-19,-6.10e-19,-1.57e-18,8.41e-01,-3.09e-19,1.42e-19,-9.22e-19,8.41e-01,3.93e+00,6.65e-03,2.13e-03,6.28e-03,-2.03e-08,-9.48e-03,2.00e-03,-9.48e-03,-2.08e-08
1.60e+00,-5.68e-20,-1.40e-18,-2.92e-18,8.20e-01,-2.70e-20,-4.83e-19,-9.35e-19,8.20e-01,4.48e+00,8.40e-03,2.90e-03,7.76e-03,-2.51e-08,-1.14e-02,2.67e-03,-1.15e-02,-2.57e-08
1.70e+00,3.80e-18,0.00e+00,-1.36e-18,8.02e-01,1.73e-19,2.15e-18,-1.04e-18,8.03e-01,5.00e+00,1.02e-02,3.76e-03,9.23e-03,-3.12e-08,-1.36e-02,3.39e-03,-1.36e-02,-3.15e-08
1.80e+00,1.53e-18,1.79e-18,-3.06e-18,7.87e-01,-1.47e-19,2.21e-18,-1.26e-18,7.87e-01,5.49e+00,1.21e-02,4.70e-03,1.06e-02,-3.94e-08,-1.59e-02,4.13e-03,-1.60e-02,-3.93e-08
1.90e+00,-2.38e-18,2.55e-18,-4.26e-18,7.73e-01,-8.88e-20,2.50e-18,-7.97e-19,7.73e-01,5.95e+00,1.40e-02,5.71e-03,1.20e-02,-5.12e-08,-1.85e-02,4.88e-03,-1.85e-02,-5.03e-08
2.00e+00,-3.58e-18,3.69e-18,-2.84e-19,7.61e-01,-1.33e-20,5.34e-18,-4.81e-19,7.61e-01,6.39e+00,1.60e-02,6.77e-03,1.34e-02,-6.91e-08,-2.12e-02,5.63e-03,-2.13e-02,-6.66e-08
