F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,8.16e-20,4.06e-20,2.98e-19,9.88e-01,-9.29e-22,3.55e-19,-1.06e-20,9.88e-01,3.84e-01,-9.93e-04,1.45e-03,-9.57e-04,8.08e-11,-1.36e-03,1.40e-03,-1.36e-03,-8.70e-12
1.04e+00,2.06e-19,7.83e-20,1.98e-19,9.76e-01,-1.85e-20,2.27e-19,3.28e-20,9.77e-01,7.50e-01,-1.80e-03,2.93e-03,-1.67e-03,4.12e-10,-2.82e-03,2.73e-03,-2.82e-03,2.85e-10
1.07e+00,-3.26e-19,1.75e-19,5.68e-20,9.65e-01,-2.13e-20,6.25e-19,2.06e-19,9.67e-01,1.09e+00,-2.41e-03,4.43e-03,-2.17e-03,-5.29e-12,-4.36e-03,3.99e-03,-4.36e-03,-4.07e-11
1.09e+00,-4.40e-19,1.66e-19,-2.27e-19,9.55e-01,-4.57e-20,8.24e-19,2.06e-19,9.57e-01,1.43e+00,-2.83e-03,5.94e-03,-2.46e-03,1.30e-11,-5.96e-03,5.17e-03,-5.98e-03,-2.00e-11
1.12e+00,-4.54e-19,8.82e-20,-5.39e-19,9.45e-01,-9.46e-20,2.84e-19,2.18e-19,9.47e-01,1.75e+00,-3.05e-03,7.45e-03,-2.56e-03,-2.28e-11,-7.63e-03,6.27e-03,-7.65e-03,-4.03e-11
1.14e+00,-7.53e-19,1.84e-19,-3.12e-19,9.35e-01,-9.63e-20,4.54e-19,2.59e-19,9.38e-01,2.06e+00,-3.07e-03,8.95e-03,-2.49e-03,2.90e-11,-9.35e-03,7.30e-03,-9.39e-03,2.68e-11
1.17e+00,-1.22e-18,1.99e-19,-1.13e-19,9.25e-01,-3.44e-20,2.84e-19,3.33e-19,9.29e-01,2.36e+00,-2.88e-03,1.04e-02,-2.27e-03,4.46e-11,-1.11e-02,8.25e-03,-1.11e-02,4.08e-11
1.19e+00,-1.27e-18,2.62e-19,3.97e-19,9.16e-01,-2.73e-20,3.40e-19,1.10e-19,9.20e-01,2.64e+00,-2.49e-03,1.18e-02,-1.90e-03,5.45e-11,-1.29e-02,9.12e-03,-1.30e-02,5.68e-11
1.22e+00,-8.24e-19,2.36e-19,3.97e-19,9.07e-01,7.54e-21,1.02e-18,1.06e-19,9.12e-01,2.92e+00,-1.89e-03,1.33e-02,-1.40e-03,-1.71e-11,-1.47e-02,9.92e-03,-1.48e-02,-1.84e-11
1.24e+00,-1.13e-18,1.72e-19,5.68e-20,8.98e-01,-4.15e-20,6.81e-19,1.42e-19,9.04e-01,3.19e+00,-1.10e-03,1.47e-02,-7.94e-04,9.71e-11,-1.66e-02,1.06e-02,-1.67e-02,1.07e-10
1.27e+00,-6.25e-19,3.72e-20,1.13e-19,8.90e-01,-7.63e-20,-5.68e-20,-1.77e-20,8.96e-01,3.45e+00,-1.12e-04,1.60e-02,-7.82e-05,-3.06e-10,-1.85e-02,1.13e-02,-1.86e-02,-3.10e-10
1.29e+00,-9.37e-19,6.21e-20,-1.47e-18,8.81e-01,-6.89e-20,-5.68e-19,7.10e-21,8.88e-01,3.70e+00,1.07e-03,1.74e-02,7.31e-04,-8.19e-07,-2.04e-02,1.18e-02,-2.06e-02,-7.69e-07
1.32e+00,-4.54e-19,9.12e-20,-2.27e-19,8.73e-01,-1.69e-19,2.27e-19,1.42e-19,8.81e-01,3.95e+00,2.46e-03,1.86e-02,1.62e-03,-3.61e-10,-2.23e-02,1.24e-02,-2.25e-02,-3.58e-10
1.34e+00,-1.70e-19,-1.44e-19,-1.25e-18,8.66e-01,-1.48e-19,4.54e-19,7.81e-20,8.73e-01,4.19e+00,4.03e-03,1.99e-02,2.59e-03,1.23e-11,-2.42e-02,1.28e-02,-2.45e-02,5.26e-12
1.37e+00,-3.97e-19,-1.18e-19,-7.95e-19,8.58e-01,-1.10e-19,-5.11e-19,-2.84e-20,8.66e-01,4.42e+00,5.80e-03,2.10e-02,3.62e-03,-1.32e-10,-2.62e-02,1.32e-02,-2.64e-02,-1.35e-10
1.39e+00,2.27e-19,1.19e-20,-4.54e-19,8.51e-01,5.94e-20,1.13e-19,-1.27e-19,8.60e-01,4.65e+00,7.75e-03,2.22e-02,4.71e-03,9.01e-09,-2.81e-02,1.36e-02,-2.84e-02,8.31e-09
1.42e+00,5.68e-20,-7.77e-20,-3.40e-19,8.44e-01,7.99e-21,0.00e+00,-1.63e-19,8.53e-01,4.87e+00,9.89e-03,2.32e-02,5.86e-03,2.81e-09,-2.99e-02,1.39e-02,-3.03e-02,2.79e-09
1.44e+00,-2.84e-19,-1.06e-18,-6.81e-19,8.37e-01,3.91e-19,1.02e-18,4.33e-19,8.47e-01,5.09e+00,1.22e-02,2.43e-02,7.04e-03,1.70e-11,-3.17e-02,1.41e-02,-3.21e-02,7.26e-12
1.47e+00,-1.87e-18,6.69e-19,0.00e+00,8.30e-01,7.04e-19,-8.52e-19,2.69e-18,8.40e-01,5.30e+00,1.46e-02,2.53e-02,8.27e-03,-1.72e-09,-3.36e-02,1.44e-02,-3.40e-02,-1.74e-09
1.49e+00,-5.51e-18,3.63e-19,2.27e-18,8.23e-01,1.29e-18,-3.12e-18,8.02e-19,8.34e-01,5.51e+00,1.73e-02,2.61e-02,9.53e-03,1.31e-09,-3.53e-02,1.45e-02,-3.57e-02,4.99e-10
1.52e+00,-4.54e-18,-5.60e-19,4.54e-18,8.17e-01,-1.77e-18,-7.38e-18,-7.10e-20,8.28e-01,5.72e+00,2.02e-02,2.69e-02,1.08e-02,-2.44e-11,-3.70e-02,1.46e-02,-3.75e-02,-3.85e-09
1.54e+00,-8.41e-18,4.95e-19,-6.81e-19,8.11e-01,-2.13e-18,-6.36e-18,-1.24e-18,8.22e-01,5.92e+00,2.32e-02,2.77e-02,1.21e-02,-8.49e-10,-3.87e-02,1.47e-02,-3.92e-02,-6.66e-10
1.57e+00,-7.95e-18,1.64e-19,0.00e+00,8.05e-01,-1.56e-18,-6.70e-18,-1.02e-18,8.17e-01,6.11e+00,2.65e-02,2.85e-02,1.35e-02,-1.14e-09,-4.03e-02,1.48e-02,-4.09e-02,-8.84e-10
1.59e+00,-7.16e-18,1.23e-18,1.59e-18,7.99e-01,-1.29e-18,-7.16e-18,-7.10e-19,8.11e-01,6.31e+00,2.99e-02,2.92e-02,1.49e-02,-2.42e-12,-4.18e-02,1.48e-02,-4.24e-02,-5.91e-12
