F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-1.27e-19,3.12e-19,-2.84e-19,9.58e-01,3.14e-19,6.81e-19,-1.30e-19,9.58e-01,1.09e+00,2.06e-03,6.30e-04,2.06e-03,-3.88e-09,2.74e-03,6.29e-04,2.74e-03,-3.87e-09
1.20e+00,3.40e-19,5.68e-20,-1.70e-19,9.23e-01,-1.06e-20,1.70e-19,3.29e-19,9.22e-01,2.01e+00,4.10e-03,1.36e-03,4.06e-03,-9.13e-09,5.30e-03,1.35e-03,5.29e-03,-9.07e-09
1.30e+00,5.68e-20,-2.84e-19,-3.97e-19,8.92e-01,-3.83e-19,5.11e-19,1.42e-20,8.92e-01,2.79e+00,6.14e-03,2.19e-03,6.02e-03,-1.69e-08,7.79e-03,2.15e-03,7.79e-03,-1.67e-08
1.40e+00,-6.81e-19,1.47e-18,7.95e-19,8.66e-01,-5.82e-19,6.81e-19,-2.14e-19,8.66e-01,3.48e+00,8.21e-03,3.10e-03,7.94e-03,-2.48e-08,1.03e-02,2.99e-03,1.03e-02,-2.46e-08
1.50e+00,-5.68e-19,1.70e-18,-1.13e-19,8.44e-01,-1.33e-18,1.81e-18,-3.26e-19,8.44e-01,4.11e+00,1.03e-02,4.06e-03,9.81e-03,-3.25e-08,1.29e-02,3.84e-03,1.29e-02,-3.26e-08
1.60e+00,1.70e-18,5.68e-19,2.27e-19,8.25e-01,-1.28e-18,-6.81e-19,-6.39e-19,8.25e-01,4.69e+00,1.24e-02,5.04e-03,1.16e-02,-4.11e-08,1.56e-02,4.68e-03,1.56e-02,-4.19e-08
1.70e+00,6.81e-19,9.09e-19,9.09e-19,8.08e-01,-1.50e-18,-6.81e-19,-9.34e-19,8.08e-01,5.23e+00,1.45e-02,6.04e-03,1.33e-02,-5.23e-08,1.85e-02,5.49e-03,1.85e-02,-5.45e-08
1.80e+00,9.09e-19,6.81e-19,4.54e-19,7.93e-01,-1.01e-18,-9.09e-19,-5.61e-19,7.93e-01,5.74e+00,1.66e-02,7.04e-03,1.49e-02,-6.80e-08,2.16e-02,6.25e-03,2.15e-02,-7.30e-08
1.90e+00,2.72e-18,9.09e-19,-1.13e-18,7.81e-01,-6.39e-19,-3.86e-18,-4.36e-19,7.81e-01,6.23e+00,1.87e-02,8.05e-03,1.65e-02,-9.15e-08,2.48e-02,6.96e-03,2.47e-02,-1.01e-07
2.00e+00,2.72e-18,1.13e-18,-3.86e-18,7.70e-01,-4.68e-19,-5.91e-18,2.27e-19,7.70e-01,6.69e+00,2.08e-02,9.05e-03,1.79e-02,-1.29e-07,2.81e-02,7.63e-03,2.81e-02,-1.50e-07
