F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,2.52e-16,-1.88e-16,5.89e-16,9.58e-01,-9.76e-16,-9.02e-17,1.97e-17,9.57e-01,1.10e+00,4.85e-04,-3.80e-03,4.23e-04,-6.93e-10,3.53e-03,-3.31e-03,3.52e-03,-7.09e-10
1.20e+00,6.26e-17,-1.19e-16,6.38e-16,9.21e-01,-3.06e-16,2.04e-17,-1.06e-15,9.20e-01,2.04e+00,5.67e-04,-8.68e-03,4.36e-04,-4.10e-10,6.36e-03,-6.66e-03,6.35e-03,-4.28e-10
1.30e+00,2.08e-16,2.01e-18,2.96e-16,8.89e-01,-6.64e-16,3.83e-17,-1.97e-15,8.88e-01,2.85e+00,2.64e-04,-1.42e-02,1.81e-04,-2.55e-10,8.58e-03,-9.71e-03,8.56e-03,-2.63e-10
1.39e+00,2.15e-15,2.53e-15,-4.55e-16,8.61e-01,4.62e-15,4.37e-17,-2.88e-16,8.59e-01,3.57e+00,-3.91e-04,-2.01e-02,-2.40e-04,-1.75e-10,1.02e-02,-1.23e-02,1.02e-02,-1.82e-10
1.49e+00,1.92e-15,2.47e-15,-6.75e-16,8.36e-01,3.87e-15,1.56e-16,-2.04e-16,8.33e-01,4.22e+00,-1.33e-03,-2.60e-02,-7.46e-04,-1.74e-10,1.15e-02,-1.45e-02,1.15e-02,-1.79e-10
1.60e+00,1.69e-15,8.52e-16,-4.72e-16,8.14e-01,2.62e-15,5.58e-16,5.12e-16,8.10e-01,4.82e+00,-2.48e-03,-3.19e-02,-1.26e-03,5.72e-15,1.24e-02,-1.62e-02,1.24e-02,8.83e-16
1.69e+00,1.83e-15,1.89e-15,-7.57e-16,7.93e-01,2.32e-15,1.06e-15,-8.62e-16,7.89e-01,5.37e+00,-3.74e-03,-3.76e-02,-1.74e-03,-7.03e-11,1.31e-02,-1.74e-02,1.30e-02,-4.70e-11
1.80e+00,3.38e-15,1.54e-15,-2.39e-15,7.75e-01,4.52e-15,3.75e-16,2.09e-15,7.70e-01,5.90e+00,-4.92e-03,-4.29e-02,-2.12e-03,-1.95e-11,1.34e-02,-1.83e-02,1.33e-02,1.94e-11
