F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,1.93e-18,-1.94e-18,-1.26e-17,9.56e-01,-1.58e-18,-3.15e-18,-9.58e-19,9.56e-01,1.19e+00,-6.14e-03,7.66e-03,-6.13e-03,-1.30e-11,5.28e-03,7.64e-03,5.28e-03,-1.26e-11
1.20e+00,-3.23e-18,6.81e-18,-1.18e-17,9.20e-01,-5.75e-18,-1.66e-17,-3.52e-18,9.21e-01,2.18e+00,-1.29e-02,1.66e-02,-1.28e-02,-1.00e-10,9.72e-03,1.65e-02,9.72e-03,-9.12e-11
1.30e+00,-1.26e-17,1.98e-18,-3.06e-18,8.90e-01,-4.24e-18,-2.48e-17,-8.24e-19,8.91e-01,3.03e+00,-2.04e-02,2.65e-02,-2.01e-02,-2.78e-10,1.37e-02,2.62e-02,1.37e-02,-2.49e-10
1.40e+00,-4.31e-18,3.75e-18,-2.27e-19,8.64e-01,-2.35e-18,-6.08e-18,2.06e-18,8.65e-01,3.80e+00,-2.84e-02,3.72e-02,-2.79e-02,-5.88e-10,1.76e-02,3.65e-02,1.75e-02,-5.25e-10
1.50e+00,-8.18e-18,-1.19e-17,-4.09e-18,8.43e-01,-9.25e-19,-1.14e-17,3.23e-18,8.44e-01,4.50e+00,-3.71e-02,4.86e-02,-3.62e-02,-1.47e-09,2.14e-02,4.74e-02,2.13e-02,-1.22e-09
1.60e+00,-5.68e-18,-1.07e-17,1.81e-17,8.25e-01,-2.84e-18,-3.06e-18,2.77e-18,8.27e-01,5.15e+00,-4.63e-02,6.05e-02,-4.48e-02,-3.75e-09,2.53e-02,5.86e-02,2.52e-02,-2.86e-09
1.70e+00,1.00e-17,-1.65e-17,7.27e-18,8.11e-01,-7.25e-18,-1.36e-18,4.64e-18,8.13e-01,5.77e+00,-5.59e-02,7.30e-02,-5.37e-02,-8.50e-09,2.92e-02,7.01e-02,2.91e-02,-6.18e-09
1.80e+00,2.68e-17,-1.18e-17,-9.54e-18,7.99e-01,-7.52e-18,2.27e-18,4.96e-18,8.01e-01,6.36e+00,-6.59e-02,8.60e-02,-6.29e-02,-1.69e-08,3.31e-02,8.20e-02,3.30e-02,-1.22e-08
1.90e+00,4.50e-17,-2.97e-17,-2.81e-17,7.90e-01,-1.12e-17,5.68e-18,2.77e-19,7.93e-01,6.92e+00,-7.63e-02,9.95e-02,-7.22e-02,-3.12e-08,3.71e-02,9.41e-02,3.69e-02,-2.30e-08
2.00e+00,5.54e-17,-4.66e-17,-4.54e-17,7.83e-01,-2.11e-17,5.22e-18,4.05e-18,7.87e-01,7.47e+00,-8.70e-02,1.13e-01,-8.17e-02,-5.72e-08,4.11e-02,1.06e-01,4.09e-02,-4.40e-08
