F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.02e+00,-1.53e-19,3.08e-20,1.06e-19,9.88e-01,-2.51e-20,1.98e-19,2.26e-20,9.88e-01,3.36e-01,-4.72e-05,-5.05e-04,-4.55e-05,5.65e-11,-1.31e-03,-4.87e-04,-1.31e-03,4.77e-11
1.04e+00,-1.47e-19,1.11e-19,3.12e-19,9.76e-01,1.61e-20,8.52e-20,8.08e-20,9.77e-01,6.56e-01,-1.02e-05,-1.01e-03,-9.52e-06,4.43e-10,-2.61e-03,-9.43e-04,-2.61e-03,4.26e-10
1.07e+00,-4.22e-19,1.25e-19,5.68e-19,9.66e-01,7.38e-21,0.00e+00,1.10e-19,9.66e-01,9.62e-01,1.05e-04,-1.51e-03,9.44e-05,7.34e-11,-3.88e-03,-1.36e-03,-3.88e-03,7.78e-11
1.09e+00,-3.01e-19,4.70e-20,3.40e-19,9.55e-01,-1.56e-20,1.13e-19,1.36e-19,9.56e-01,1.25e+00,2.92e-04,-1.99e-03,2.54e-04,-6.75e-11,-5.13e-03,-1.73e-03,-5.14e-03,-9.62e-11
1.12e+00,-4.33e-19,9.01e-20,5.68e-19,9.45e-01,-6.21e-21,-1.70e-19,3.19e-20,9.46e-01,1.53e+00,5.46e-04,-2.45e-03,4.59e-04,-3.99e-12,-6.37e-03,-2.06e-03,-6.38e-03,-2.21e-11
1.14e+00,-3.26e-19,1.08e-19,9.09e-19,9.35e-01,-2.88e-21,-3.40e-19,7.45e-20,9.37e-01,1.80e+00,8.59e-04,-2.87e-03,6.98e-04,1.17e-10,-7.60e-03,-2.34e-03,-7.61e-03,7.45e-11
1.17e+00,-2.69e-19,1.41e-19,9.66e-19,9.26e-01,-3.61e-20,-4.54e-19,5.50e-20,9.27e-01,2.06e+00,1.22e-03,-3.25e-03,9.65e-04,-2.66e-11,-8.81e-03,-2.57e-03,-8.83e-03,-2.57e-11
1.19e+00,-6.03e-19,2.81e-19,1.47e-18,9.16e-01,-7.34e-20,-3.40e-19,1.24e-19,9.18e-01,2.31e+00,1.63e-03,-3.58e-03,1.25e-03,-1.56e-11,-1.00e-02,-2.74e-03,-1.00e-02,-2.30e-11
1.22e+00,9.23e-20,2.76e-19,9.09e-19,9.07e-01,-2.04e-20,-1.13e-19,5.32e-20,9.10e-01,2.55e+00,2.09e-03,-3.85e-03,1.54e-03,-1.69e-11,-1.12e-02,-2.86e-03,-1.12e-02,-1.83e-11
1.24e+00,2.69e-19,3.75e-19,1.13e-18,8.99e-01,-7.68e-20,-3.40e-19,-1.06e-20,9.01e-01,2.79e+00,2.57e-03,-4.06e-03,1.85e-03,2.27e-11,-1.24e-02,-2.92e-03,-1.24e-02,2.14e-11
1.27e+00,2.13e-19,3.02e-19,5.68e-19,8.90e-01,-5.32e-20,-1.13e-19,-1.77e-20,8.93e-01,3.01e+00,3.09e-03,-4.19e-03,2.16e-03,-1.10e-10,-1.35e-02,-2.94e-03,-1.36e-02,-1.24e-10
1.29e+00,-1.27e-19,2.69e-19,4.54e-19,8.82e-01,-4.15e-20,-2.27e-19,6.03e-20,8.85e-01,3.23e+00,3.63e-03,-4.25e-03,2.46e-03,-5.05e-07,-1.47e-02,-2.90e-03,-1.48e-02,-5.08e-07
1.32e+00,3.83e-19,3.95e-19,5.68e-19,8.74e-01,-4.70e-20,-2.27e-19,-1.42e-20,8.77e-01,3.45e+00,4.19e-03,-4.23e-03,2.76e-03,1.52e-11,-1.59e-02,-2.80e-03,-1.59e-02,1.44e-11
1.34e+00,4.68e-19,3.28e-19,1.25e-18,8.67e-01,-5.39e-20,-4.54e-19,-6.39e-20,8.70e-01,3.65e+00,4.76e-03,-4.13e-03,3.05e-03,7.91e-12,-1.70e-02,-2.66e-03,-1.71e-02,2.49e-11
1.37e+00,6.39e-19,3.37e-19,4.54e-19,8.59e-01,-6.21e-20,-4.54e-19,-8.16e-20,8.63e-01,3.86e+00,5.33e-03,-3.95e-03,3.33e-03,1.50e-10,-1.82e-02,-2.48e-03,-1.82e-02,1.79e-10
1.39e+00,3.97e-19,2.55e-19,7.95e-19,8.52e-01,-2.84e-20,2.27e-19,-3.19e-19,8.56e-01,4.05e+00,5.92e-03,-3.69e-03,3.60e-03,9.12e-10,-1.93e-02,-2.25e-03,-1.94e-02,1.23e-09
1.42e+00,1.13e-18,4.79e-20,5.68e-19,8.45e-01,-1.06e-19,4.54e-19,-2.30e-19,8.49e-01,4.25e+00,6.50e-03,-3.34e-03,3.86e-03,-3.51e-09,-2.04e-02,-1.99e-03,-2.05e-02,-2.37e-09
1.44e+00,9.80e-19,8.16e-20,1.81e-18,8.38e-01,-3.10e-20,2.27e-19,-2.37e-19,8.42e-01,4.44e+00,7.09e-03,-2.90e-03,4.10e-03,-5.88e-09,-2.14e-02,-1.68e-03,-2.15e-02,-6.90e-09
1.47e+00,1.87e-18,2.39e-19,1.70e-18,8.31e-01,-2.89e-19,9.09e-19,9.94e-20,8.36e-01,4.62e+00,7.69e-03,-2.37e-03,4.34e-03,7.22e-10,-2.25e-02,-1.34e-03,-2.26e-02,1.05e-09
1.49e+00,1.87e-18,1.77e-21,1.59e-18,8.25e-01,-2.09e-19,2.27e-19,-7.10e-20,8.30e-01,4.80e+00,8.31e-03,-1.75e-03,4.57e-03,2.08e-11,-2.36e-02,-9.70e-04,-2.37e-02,5.99e-11
1.52e+00,1.84e-18,1.34e-18,3.63e-18,8.18e-01,-7.96e-19,6.81e-19,6.78e-19,8.24e-01,4.98e+00,8.94e-03,-1.04e-03,4.80e-03,-1.82e-11,-2.46e-02,-5.66e-04,-2.48e-02,-1.13e-11
1.54e+00,1.84e-18,1.22e-19,3.40e-18,8.12e-01,-1.16e-18,6.81e-19,1.81e-19,8.18e-01,5.15e+00,9.57e-03,-2.61e-04,5.02e-03,-1.08e-11,-2.57e-02,-1.37e-04,-2.59e-02,-1.13e-11
