F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.09e+00,-1.34e-17,6.12e-18,6.25e-18,9.57e-01,-3.35e-18,-1.25e-18,-2.01e-18,9.57e-01,1.39e+00,-2.61e-03,9.73e-03,-2.60e-03,-1.31e-10,6.20e-03,9.71e-03,6.20e-03,-1.19e-10
1.20e+00,-1.63e-17,1.30e-17,1.19e-17,9.23e-01,-4.56e-18,-5.08e-18,-4.81e-18,9.23e-01,2.53e+00,-6.41e-03,1.96e-02,-6.37e-03,-2.05e-09,1.11e-02,1.94e-02,1.11e-02,-1.92e-09
1.30e+00,-1.52e-17,8.29e-18,1.61e-17,8.96e-01,-5.53e-18,-7.21e-18,-2.62e-19,8.95e-01,3.50e+00,-1.11e-02,2.98e-02,-1.10e-02,-2.78e-09,1.54e-02,2.95e-02,1.54e-02,-2.72e-09
1.40e+00,2.10e-18,8.18e-18,5.56e-17,8.74e-01,-9.20e-18,-7.50e-18,-3.84e-18,8.72e-01,4.38e+00,-1.65e-02,4.06e-02,-1.62e-02,-2.57e-09,1.93e-02,4.00e-02,1.94e-02,-2.34e-09
1.50e+00,-2.06e-17,1.07e-18,5.18e-17,8.57e-01,-7.45e-18,8.07e-18,-9.02e-19,8.55e-01,5.19e+00,-2.21e-02,5.20e-02,-2.17e-02,-3.56e-09,2.29e-02,5.09e-02,2.31e-02,-3.10e-09
1.60e+00,-2.89e-17,-1.15e-17,4.89e-17,8.44e-01,1.84e-18,4.66e-18,-5.37e-18,8.41e-01,5.95e+00,-2.79e-02,6.40e-02,-2.72e-02,-6.37e-09,2.61e-02,6.23e-02,2.65e-02,-5.71e-09
1.70e+00,-3.98e-17,-3.96e-17,6.46e-17,8.35e-01,1.86e-18,-4.66e-18,3.85e-18,8.31e-01,6.68e+00,-3.35e-02,7.66e-02,-3.25e-02,-1.32e-08,2.87e-02,7.41e-02,2.92e-02,-1.29e-08
1.80e+00,-7.43e-17,-3.88e-17,6.97e-17,8.30e-01,-6.09e-18,1.64e-17,4.68e-18,8.24e-01,7.38e+00,-3.90e-02,8.97e-02,-3.77e-02,-3.13e-08,3.04e-02,8.62e-02,3.12e-02,-3.35e-08
1.90e+00,-3.81e-17,-5.08e-17,4.72e-17,8.28e-01,-2.19e-17,8.29e-18,-4.36e-18,8.22e-01,8.06e+00,-4.44e-02,1.03e-01,-4.27e-02,-8.61e-08,3.11e-02,9.84e-02,3.22e-02,-9.73e-08
2.00e+00,-2.95e-17,-4.22e-17,4.36e-17,8.30e-01,-1.53e-17,2.22e-17,-9.71e-18,8.22e-01,8.72e+00,-4.97e-02,1.17e-01,-4.77e-02,-9.28e-11,3.04e-02,1.10e-01,3.19e-02,-7.97e-11
