F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-5.76e-18,1.02e-18,4.45e-18,9.58e-01,-1.34e-18,7.77e-18,6.70e-19,9.54e-01,1.15e+00,-3.75e-03,-1.11e-03,-3.74e-03,-3.17e-11,5.72e-03,-1.11e-03,5.71e-03,-4.55e-11
1.20e+00,-2.02e-18,3.38e-18,4.87e-18,9.22e-01,-4.12e-18,1.27e-19,2.31e-18,9.17e-01,2.09e+00,-7.69e-03,-2.52e-03,-7.64e-03,-2.49e-10,1.07e-02,-2.51e-03,1.07e-02,-3.40e-10
1.30e+00,-4.54e-18,-4.63e-18,8.04e-18,8.93e-01,-5.68e-18,9.09e-19,3.91e-18,8.85e-01,2.91e+00,-1.17e-02,-4.32e-03,-1.16e-02,-3.47e-10,1.54e-02,-4.29e-03,1.54e-02,-4.23e-10
1.40e+00,-1.25e-17,-1.01e-17,-2.24e-18,8.67e-01,-1.93e-18,-4.91e-18,8.80e-18,8.58e-01,3.63e+00,-1.59e-02,-6.48e-03,-1.56e-02,-5.17e-10,2.02e-02,-6.40e-03,2.02e-02,-5.09e-10
1.50e+00,-1.20e-17,7.95e-19,1.27e-17,8.46e-01,-6.17e-18,6.76e-18,4.41e-18,8.35e-01,4.30e+00,-2.01e-02,-8.90e-03,-1.96e-02,-8.79e-10,2.52e-02,-8.73e-03,2.52e-02,-7.59e-10
1.60e+00,-1.54e-17,1.52e-17,1.77e-17,8.28e-01,-4.97e-19,9.49e-18,3.13e-18,8.15e-01,4.91e+00,-2.44e-02,-1.14e-02,-2.36e-02,-1.46e-09,3.05e-02,-1.11e-02,3.06e-02,-1.28e-09
1.70e+00,-2.27e-17,6.42e-18,3.43e-17,8.12e-01,-5.14e-18,1.59e-18,6.36e-18,7.99e-01,5.49e+00,-2.88e-02,-1.40e-02,-2.77e-02,-2.46e-09,3.62e-02,-1.35e-02,3.62e-02,-2.32e-09
1.79e+00,-5.22e-18,7.95e-18,1.68e-17,8.00e-01,-6.16e-18,-5.91e-18,1.84e-18,7.85e-01,6.04e+00,-3.33e-02,-1.64e-02,-3.18e-02,-4.31e-09,4.22e-02,-1.57e-02,4.23e-02,-4.43e-09
1.90e+00,3.97e-18,1.32e-17,2.01e-17,7.89e-01,-1.70e-17,-1.50e-17,-5.10e-18,7.74e-01,6.57e+00,-3.80e-02,-1.87e-02,-3.59e-02,-8.07e-09,4.85e-02,-1.78e-02,4.87e-02,-9.11e-09
2.00e+00,3.14e-17,-1.02e-18,5.41e-17,7.81e-01,-2.73e-17,-2.58e-17,-7.03e-18,7.65e-01,7.08e+00,-4.27e-02,-2.08e-02,-4.00e-02,-1.74e-08,5.51e-02,-1.96e-02,5.53e-02,-2.25e-08
