F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,-8.30e-17,-1.37e-18,1.11e-17,9.53e-01,-4.02e-18,-5.62e-17,-3.25e-19,9.59e-01,1.66e+00,-1.99e-03,-3.11e-02,-1.73e-03,5.47e-09,-7.96e-03,-2.71e-02,-8.01e-03,-3.31e-10
