F11,F12,F13,F21,F22,F23,F31,F32,F33,P11,P12,P13,P21,P22,P23,P31,P32,P33
1.10e+00,1.33e-18,1.70e-18,-3.83e-18,9.55e-01,2.50e-18,-1.19e-18,-3.27e-19,9.58e-01,1.31e+00,-9.31e-05,6.90e-03,-9.39e-05,-8.82e-11,4.56e-03,6.89e-03,4.55e-03,-1.16e-10
1.20e+00,2.67e-18,9.77e-18,-1.52e-17,9.19e-01,4.91e-18,-2.50e-18,-4.59e-18,9.25e-01,2.37e+00,-1.33e-04,1.45e-02,-1.34e-04,-8.17e-10,9.10e-03,1.44e-02,9.08e-03,-1.37e-09
1.30e+00,5.45e-18,3.52e-17,-7.72e-18,8.89e-01,3.34e-18,-2.01e-17,-3.04e-18,8.98e-01,3.29e+00,2.85e-05,2.27e-02,3.01e-05,-1.38e-09,1.38e-02,2.25e-02,1.37e-02,-1.98e-09
1.40e+00,-5.68e-19,3.06e-17,-3.71e-17,8.64e-01,6.17e-18,-3.02e-17,-9.58e-18,8.75e-01,4.10e+00,4.14e-04,3.15e-02,4.18e-04,-1.88e-09,1.89e-02,3.10e-02,1.88e-02,-1.92e-09
1.50e+00,-1.98e-17,3.50e-17,-4.77e-17,8.43e-01,1.42e-17,-2.45e-17,-1.45e-17,8.58e-01,4.84e+00,9.60e-04,4.07e-02,9.63e-04,-2.83e-09,2.45e-02,3.99e-02,2.43e-02,-2.50e-09
1.60e+00,-1.79e-17,4.41e-17,-4.59e-17,8.26e-01,1.80e-17,-1.81e-17,-1.73e-17,8.44e-01,5.54e+00,1.57e-03,5.04e-02,1.57e-03,-4.39e-09,3.07e-02,4.91e-02,3.06e-02,-3.92e-09
1.70e+00,-1.72e-17,3.77e-17,-5.27e-17,8.13e-01,1.31e-17,1.68e-17,-1.68e-17,8.34e-01,6.20e+00,2.16e-03,6.03e-02,2.16e-03,-7.34e-09,3.79e-02,5.85e-02,3.77e-02,-6.84e-09
1.79e+00,-2.13e-17,2.36e-17,-5.02e-17,8.02e-01,6.48e-18,-8.63e-18,-1.95e-17,8.27e-01,6.83e+00,2.66e-03,7.06e-02,2.65e-03,-1.45e-08,4.61e-02,6.81e-02,4.58e-02,-1.41e-08
1.89e+00,-4.09e-17,3.27e-17,-8.54e-17,7.94e-01,1.03e-17,-8.18e-18,-1.89e-17,8.23e-01,7.43e+00,2.99e-03,8.11e-02,2.99e-03,-3.63e-08,5.55e-02,7.79e-02,5.53e-02,-3.83e-08
2.00e+00,-3.00e-17,4.13e-17,-6.36e-17,7.89e-01,2.13e-17,-9.09e-19,-2.90e-17,8.23e-01,8.02e+00,3.06e-03,9.19e-02,3.09e-03,-1.24e-07,6.63e-02,8.78e-02,6.61e-02,-1.42e-07
